,score
input.aplrob03a.gz,0.27532875403272433
input.aplrob03b.gz,0.24473605762767275
input.aplrob03c.gz,0.24543303119428206
input.aplrob03d.gz,0.26488348326128064
input.aplrob03e.gz,0.2508138264904766
input.fub03IeOLKe3.gz,0.23049129102942353
input.fub03InB2e3.gz,0.23671867948546357
input.fub03IneOBu3.gz,0.2209872138698213
input.fub03IneOLe3.gz,0.2275704908377631
input.fub03InOLe3.gz,0.23536673760138527
input.humR03d.gz,0.22734449941812165
input.humR03dc.gz,0.1189546668915868
input.humR03de.gz,0.25224277470580336
input.InexpC2.gz,0.21453217687890885
input.InexpC2QE.gz,0.22905382372902255
input.MU03rob01.gz,0.17848828060882577
input.MU03rob02.gz,0.2053608996647181
input.MU03rob03.gz,0.1619510280759234
input.MU03rob04.gz,0.1988749117924122
input.MU03rob05.gz,0.18681990192507492
input.NLPR03vb10.gz,0.09581817843035645
input.NLPR03vb25.gz,0.13886906286341508
input.NLPR03vb50.gz,0.1627640232394576
input.NLPR03w16.gz,0.10443621819363562
input.NLPR03w49.gz,0.14256916182845908
input.UIUC03Rd1.gz,0.22849464683033482
input.UIUC03Rd2.gz,0.2290147272573692
input.UIUC03Rd3.gz,0.23836459732865728
input.UIUC03Rt1.gz,0.1827982424418914
input.UIUC03Rtd1.gz,0.2481367208809154
