,score
input.aplrob03a.gz,0.28000791053333
input.aplrob03b.gz,0.2252057247206242
input.aplrob03c.gz,0.22975186985157628
input.aplrob03d.gz,0.24875310096076747
input.aplrob03e.gz,0.2285079206019814
input.fub03IeOLKe3.gz,0.23341429104781247
input.fub03InB2e3.gz,0.21339669320629806
input.fub03IneOBu3.gz,0.21230995333109942
input.fub03IneOLe3.gz,0.2295867897648367
input.fub03InOLe3.gz,0.2318371907725659
input.humR03d.gz,0.21980777688574044
input.humR03de.gz,0.24912157070197746
input.InexpC2.gz,0.2018351779044106
input.InexpC2QE.gz,0.21037058165636685
input.MU03rob01.gz,0.17388855157201646
input.MU03rob02.gz,0.2005552598319431
input.MU03rob04.gz,0.19932449743912456
input.MU03rob05.gz,0.1863920989529179
input.UIUC03Rd1.gz,0.22017039630662844
input.UIUC03Rd2.gz,0.21961815335625046
input.UIUC03Rd3.gz,0.22855367686693456
input.UIUC03Rt1.gz,0.19217289669200377
input.UIUC03Rtd1.gz,0.2446989444064136
