,score
input.aplrob03a.gz,0.2522188844898511
input.aplrob03b.gz,0.21191482467849151
input.aplrob03c.gz,0.21767366248322037
input.aplrob03d.gz,0.23099026206669726
input.aplrob03e.gz,0.21025648178335682
input.fub03IeOLKe3.gz,0.22105999637347606
input.fub03InB2e3.gz,0.2098598824394279
input.fub03IneOBu3.gz,0.2069193818444876
input.fub03IneOLe3.gz,0.21753611286147584
input.fub03InOLe3.gz,0.22135288705468992
input.humR03d.gz,0.21812437555832892
input.humR03de.gz,0.23808955284607558
input.InexpC2.gz,0.19827579639388587
input.InexpC2QE.gz,0.20594133958769226
input.MU03rob01.gz,0.17642790701404873
input.MU03rob02.gz,0.19586497768108724
input.MU03rob04.gz,0.19099509314742558
input.MU03rob05.gz,0.18209951634151467
input.UIUC03Rd1.gz,0.2100223502750583
input.UIUC03Rd2.gz,0.20712494927539157
input.UIUC03Rd3.gz,0.21519767127934544
input.UIUC03Rt1.gz,0.1742181922597153
input.UIUC03Rtd1.gz,0.22863982188524395
