,score
input.aplrob03a.gz,0.3054127239093686
input.aplrob03b.gz,0.2594496635160261
input.aplrob03c.gz,0.25898025457600393
input.aplrob03d.gz,0.27748895946752705
input.aplrob03e.gz,0.25480051458870967
input.fub03IeOLKe3.gz,0.25507169897019766
input.fub03InB2e3.gz,0.24781389529135228
input.fub03IneOBu3.gz,0.2380887616608729
input.fub03IneOLe3.gz,0.25462705107000805
input.fub03InOLe3.gz,0.25521721517584883
input.humR03d.gz,0.24576056303292387
input.humR03dc.gz,0.12893323799362277
input.humR03de.gz,0.27289157418980875
input.InexpC2.gz,0.230219930594355
input.InexpC2QE.gz,0.23930157436372487
input.MU03rob01.gz,0.2011898341616225
input.MU03rob02.gz,0.2219838823718378
input.MU03rob03.gz,0.1811273049383244
input.MU03rob04.gz,0.22267807629350314
input.MU03rob05.gz,0.20820205367494937
input.NLPR03vb10.gz,0.10282702076515945
input.NLPR03vb25.gz,0.15053459092494598
input.NLPR03vb50.gz,0.17792317610703834
input.NLPR03w16.gz,0.11124029930356842
input.NLPR03w49.gz,0.1545593629019269
input.UIUC03Rd1.gz,0.2502214245621063
input.UIUC03Rd2.gz,0.2438827032575503
input.UIUC03Rd3.gz,0.2536060866666475
input.UIUC03Rt1.gz,0.20924315986794947
input.UIUC03Rtd1.gz,0.26766462295062077
