r1,weight
input.InexpC2.gz,0.16000000000000014
input.InexpC2QE.gz,0.2375000000000007
input.MU03rob01.gz,0.0
input.MU03rob02.gz,0.6750000000000007
input.MU03rob03.gz,0.0
input.MU03rob04.gz,0.8500000000000014
input.MU03rob05.gz,0.0
input.NLPR03vb10.gz,0.025000000000000355
input.NLPR03vb25.gz,0.1700000000000017
input.NLPR03vb50.gz,0.2475000000000005
input.NLPR03w16.gz,0.0
input.NLPR03w49.gz,0.0
input.UIUC03Rd1.gz,0.0
input.UIUC03Rd2.gz,0.0
input.UIUC03Rd3.gz,0.0
input.UIUC03Rt1.gz,0.0
input.UIUC03Rtd1.gz,0.0
input.aplrob03a.gz,1.9687500000000018
input.aplrob03b.gz,0.0
input.aplrob03c.gz,0.7750000000000004
input.aplrob03d.gz,0.8037500000000009
input.aplrob03e.gz,0.0
input.fub03IeOLKe3.gz,0.7462500000000016
input.fub03InB2e3.gz,0.8162500000000019
input.fub03InOLe3.gz,0.7600000000000016
input.fub03IneOBu3.gz,0.3237500000000004
input.fub03IneOLe3.gz,0.6937500000000014
input.humR03d.gz,0.0
input.humR03dc.gz,0.0
input.humR03de.gz,0.833750000000002
