r1,weight
input.InexpC2.gz,0.18375000000000163
input.InexpC2QE.gz,0.5650000000000013
input.MU03rob01.gz,0.1025000000000027
input.MU03rob02.gz,0.9437500000000014
input.MU03rob03.gz,0.2587500000000009
input.MU03rob04.gz,0.8875000000000011
input.MU03rob05.gz,0.3212500000000027
input.NLPR03vb10.gz,0.3762500000000024
input.NLPR03vb25.gz,0.4087500000000013
input.NLPR03vb50.gz,0.4537500000000012
input.NLPR03w16.gz,-0.2312499999999975
input.NLPR03w49.gz,-0.1112499999999983
input.UIUC03Rd1.gz,-2.446249999999999
input.UIUC03Rd2.gz,-2.393749999999999
input.UIUC03Rd3.gz,-2.506249999999998
input.UIUC03Rt1.gz,-3.183749999999998
input.UIUC03Rtd1.gz,-3.1362499999999986
input.aplrob03a.gz,1.6125000000000007
input.aplrob03b.gz,-0.6249999999999982
input.aplrob03c.gz,0.7787500000000023
input.aplrob03d.gz,0.7125000000000004
input.aplrob03e.gz,-0.6262499999999989
input.fub03IeOLKe3.gz,0.7550000000000008
input.fub03InB2e3.gz,0.9400000000000013
input.fub03InOLe3.gz,0.8937500000000007
input.fub03IneOBu3.gz,0.365000000000002
input.fub03IneOLe3.gz,0.6700000000000017
input.humR03d.gz,-0.27124999999999844
input.humR03dc.gz,-1.398749999999998
input.humR03de.gz,0.4750000000000014
