r1,weight
input.acqnt1.gz,-0.49250000000000327
input.assctv1.gz,5.924999999999997
input.assctv2.gz,6.114999999999998
input.brkly6.gz,5.059999999999999
input.brkly7.gz,7.034999999999997
input.citri1.gz,2.9099999999999966
input.citri2.gz,2.125
input.citya1.gz,6.509999999999998
input.citya2.gz,5.587499999999999
input.clarta.gz,3.2049999999999983
input.clartm.gz,3.662499999999998
input.crnlea.gz,3.889999999999997
input.crnlla.gz,4.344999999999999
input.dortd1.gz,2.604999999999997
input.dortd2.gz,3.032499999999999
input.erima1.gz,2.014999999999997
input.eth001.gz,3.4299999999999997
input.eth002.gz,4.527499999999996
input.inq101.gz,5.602499999999996
input.inq102.gz,7.1249999999999964
input.lsia0mf.gz,2.174999999999997
input.lsia0mw2.gz,2.344999999999999
input.nyuir1.gz,4.879999999999999
input.nyuir2.gz,4.887499999999999
input.padre2.gz,1.2449999999999974
input.pircs1.gz,4.674999999999997
input.pircs2.gz,3.6524999999999963
input.rutfua1.gz,4.849999999999998
input.rutfua2.gz,4.729999999999997
input.siems1.gz,2.702499999999997
input.siems2.gz,2.9949999999999974
input.topic3.gz,0.3549999999999969
input.virtu1.gz,-0.3775000000000013
input.vtc2s2.gz,5.309999999999999
input.vtc5s2.gz,5.502499999999998
input.westp1.gz,5.564999999999998
input.xerox3.gz,2.5124999999999993
input.xerox4.gz,1.5974999999999966
