r1,weight
input.acqnt1.gz,19.5175
input.assctv1.gz,24.8125
input.assctv2.gz,26.5725
input.brkly6.gz,24.625
input.brkly7.gz,27.22
input.citri1.gz,22.0625
input.citri2.gz,21.7325
input.citya1.gz,26.4875
input.citya2.gz,25.6125
input.clarta.gz,22.4825
input.clartm.gz,21.86
input.crnlea.gz,23.27
input.crnlla.gz,24.9225
input.dortd1.gz,21.07
input.dortd2.gz,22.025
input.erima1.gz,20.8275
input.eth001.gz,22.9275
input.eth002.gz,23.365000000000002
input.inq101.gz,22.47
input.inq102.gz,23.662499999999998
input.lsia0mf.gz,20.7675
input.lsia0mw2.gz,20.9425
input.nyuir1.gz,23.01
input.nyuir2.gz,23.1025
input.padre2.gz,20.8925
input.pircs1.gz,24.195
input.pircs2.gz,23.65
input.rutfua1.gz,22.4775
input.rutfua2.gz,22.505
input.siems1.gz,22.095
input.siems2.gz,22.4025
input.topic3.gz,19.3475
input.virtu1.gz,19.04
input.vtc2s2.gz,24.36
input.vtc5s2.gz,24.4125
input.westp1.gz,22.785
input.xerox3.gz,9.997499999999999
input.xerox4.gz,12.225
