,score
input.aplrob03a.gz,0.23065042136285588
input.aplrob03b.gz,0.20269618716370497
input.aplrob03c.gz,0.2088232601944498
input.aplrob03d.gz,0.2230355016907517
input.aplrob03e.gz,0.20896737796095338
input.fub03IeOLKe3.gz,0.19548269114382424
input.fub03InB2e3.gz,0.19882067554042454
input.fub03IneOBu3.gz,0.18905462660711728
input.fub03IneOLe3.gz,0.19119014507824242
input.fub03InOLe3.gz,0.19906895428906637
input.humR03d.gz,0.19970220995760798
input.humR03de.gz,0.2235926183771763
input.InexpC2.gz,0.18360070670934797
input.InexpC2QE.gz,0.19214296988184681
input.MU03rob01.gz,0.15390982153004534
input.MU03rob02.gz,0.17629956051539372
input.MU03rob04.gz,0.17095351555167207
input.MU03rob05.gz,0.15842220129853013
input.UIUC03Rd1.gz,0.19534787271523676
input.UIUC03Rd2.gz,0.19505426106418294
input.UIUC03Rd3.gz,0.20364997848396493
input.UIUC03Rt1.gz,0.14825430344858787
input.UIUC03Rtd1.gz,0.2101369445711862
