,score
input.acqnt1.gz,0.054079884640409116
input.assctv1.gz,0.1991599058316033
input.assctv2.gz,0.21216446419561322
input.brkly6.gz,0.170240533137105
input.brkly7.gz,0.23664062337434572
input.citri1.gz,0.1450649880311561
input.citri2.gz,0.13489267061198867
input.citya1.gz,0.23037501317429077
input.citya2.gz,0.1969345764606099
input.clarta.gz,0.15055459126657333
input.clartm.gz,0.11331206899610158
input.crnlea.gz,0.17461259457821382
input.crnlla.gz,0.1878284367742779
input.dortd1.gz,0.1256690573728156
input.dortd2.gz,0.14008043112962304
input.erima1.gz,0.11201084542936528
input.eth001.gz,0.1560091451017339
input.eth002.gz,0.17130795866228815
input.inq101.gz,0.20767960206040065
input.inq102.gz,0.24998421021772693
input.lsia0mf.gz,0.11066371735750472
input.lsia0mw2.gz,0.11582812082460922
input.nyuir1.gz,0.15097144553837677
input.nyuir2.gz,0.1519717614843668
input.padre2.gz,0.09940930167620281
input.pircs1.gz,0.1791497910705427
input.pircs2.gz,0.1644513614526074
input.rutfua1.gz,0.15260751086297927
input.rutfua2.gz,0.13722515113766304
input.siems1.gz,0.11511974141423113
input.siems2.gz,0.08253590551516436
input.topic3.gz,0.006593106522323649
input.virtu1.gz,0.023281584613794818
input.vtc2s2.gz,0.17283328921696345
input.vtc5s2.gz,0.16386492418087625
input.westp1.gz,0.19036336516095576
input.xerox3.gz,0.10814334030419341
input.xerox4.gz,0.08263931321621629
