,score
input.acqnt1.gz,0.05511891768494952
input.assctv1.gz,0.2077431908088052
input.assctv2.gz,0.22578280769671216
input.brkly6.gz,0.1757092798610061
input.brkly7.gz,0.23884872603757756
input.citri1.gz,0.15096555248067442
input.citri2.gz,0.14759305893519184
input.citya1.gz,0.2338189808981753
input.citya2.gz,0.20953459472868746
input.clarta.gz,0.15232579556673867
input.clartm.gz,0.11908466438773442
input.crnlea.gz,0.19138969033329908
input.crnlla.gz,0.2023621900567932
input.dortd1.gz,0.14498251504185639
input.dortd2.gz,0.15026334455005944
input.erima1.gz,0.11917800359043595
input.eth001.gz,0.16702507301284678
input.eth002.gz,0.18427077471745584
input.inq101.gz,0.21629916754954728
input.inq102.gz,0.25578492206649905
input.lsia0mf.gz,0.13532922744693116
input.lsia0mw2.gz,0.14045214794347224
input.nyuir1.gz,0.15664325378384383
input.nyuir2.gz,0.15752737544699552
input.padre2.gz,0.09207184905217955
input.pircs1.gz,0.1916842438558643
input.pircs2.gz,0.17841619793601868
input.rutfua1.gz,0.15244992038513988
input.rutfua2.gz,0.13794753421471978
input.siems1.gz,0.1153410450481144
input.siems2.gz,0.08712818360953276
input.topic3.gz,0.005848173282828983
input.virtu1.gz,0.02788576068111346
input.vtc2s2.gz,0.1818116995594371
input.vtc5s2.gz,0.1767516650586526
input.westp1.gz,0.1922526792324264
input.xerox3.gz,0.12459811796790213
input.xerox4.gz,0.09664208335562743
