,score
input.acqnt1.gz,0.057098608561917154
input.assctv1.gz,0.2068431896994986
input.assctv2.gz,0.20672785756478254
input.brkly6.gz,0.16745500846417502
input.brkly7.gz,0.223045700301308
input.citri1.gz,0.1452066724137814
input.citri2.gz,0.13867505950737505
input.citya1.gz,0.2207114272711725
input.citya2.gz,0.1977696604647157
input.clarta.gz,0.15428842463778558
input.clartm.gz,0.12457007613236615
input.crnlea.gz,0.1817998412556665
input.crnlla.gz,0.18791567696308215
input.dortd1.gz,0.12704401405256882
input.dortd2.gz,0.13876461002831725
input.erima1.gz,0.11450536694738322
input.eth001.gz,0.15740628643420895
input.eth002.gz,0.17510929157001692
input.inq101.gz,0.20851565369307826
input.inq102.gz,0.24532476169329587
input.lsia0mf.gz,0.1224984331453794
input.lsia0mw2.gz,0.12855738091773045
input.nyuir1.gz,0.15256837109899357
input.nyuir2.gz,0.1533357018043635
input.padre2.gz,0.08695251365711679
input.pircs1.gz,0.16994579966390813
input.pircs2.gz,0.16066087259487333
input.rutfua1.gz,0.13000886722941543
input.rutfua2.gz,0.11570046749645606
input.siems1.gz,0.11079475967976919
input.siems2.gz,0.07915813629237789
input.topic3.gz,0.007183252811765993
input.virtu1.gz,0.02759385746733259
input.vtc2s2.gz,0.1739303109271088
input.vtc5s2.gz,0.16477339086342047
input.westp1.gz,0.18051083438202903
input.xerox3.gz,0.10975655626344878
input.xerox4.gz,0.08385483780820864
