r1,weight
input.InexpC2.gz,0.1487500000000015
input.InexpC2QE.gz,0.11250000000000071
input.MU03rob01.gz,0.05625000000000213
input.MU03rob02.gz,0.7200000000000024
input.MU03rob04.gz,1.0962500000000013
input.MU03rob05.gz,0.3775000000000013
input.UIUC03Rd1.gz,0.2012500000000017
input.UIUC03Rd2.gz,0.27500000000000036
input.UIUC03Rd3.gz,0.4175000000000004
input.UIUC03Rt1.gz,0.3762500000000024
input.UIUC03Rtd1.gz,0.7375000000000025
input.aplrob03a.gz,1.508750000000001
input.aplrob03b.gz,0.40000000000000036
input.aplrob03c.gz,0.6425000000000018
input.aplrob03d.gz,0.6537500000000023
input.aplrob03e.gz,0.5687500000000014
input.fub03IeOLKe3.gz,0.6100000000000012
input.fub03InB2e3.gz,0.6350000000000016
input.fub03InOLe3.gz,0.6725000000000012
input.fub03IneOBu3.gz,0.40250000000000163
input.fub03IneOLe3.gz,0.5862500000000015
input.humR03d.gz,0.2350000000000012
input.humR03de.gz,0.7187500000000018
