r1,weight
input.acqnt2.gz,18.6875
input.brkly8.gz,19.89
input.cityi1.gz,18.25
input.cityr1.gz,20.15
input.cityr2.gz,19.6
input.clarta.gz,18.8625
input.crnlqr.gz,19.405
input.crnlrr.gz,19.0925
input.dortr1.gz,19.28
input.erimr1.gz,18.0425
input.eth003.gz,17.925
input.eth004.gz,17.98
input.fdf1.gz,18.76
input.fdf2.gz,18.78
input.inq103.gz,19.1425
input.inq104.gz,18.915
input.losPA1.gz,19.447499999999998
input.lsir1.gz,17.9525
input.lsir2.gz,19.9825
input.nyuir1.gz,17.62
input.nyuir2.gz,18.46
input.pircs3.gz,19.2
input.pircs4.gz,19.0875
input.rutfur1.gz,17.3075
input.rutfur2.gz,17.345
input.ucf101.gz,19.0025
input.westp2.gz,18.87
input.xerox1.gz,18.27
input.xerox2.gz,18.385
