r1,weight
input.acqnt2.gz,19.2575
input.brkly8.gz,19.39
input.cityi1.gz,17.39
input.cityr1.gz,20.59
input.cityr2.gz,19.615
input.clarta.gz,18.91
input.crnlqr.gz,19.1925
input.crnlrr.gz,18.8925
input.dortr1.gz,19.1575
input.erimr1.gz,17.29
input.eth003.gz,17.6675
input.eth004.gz,17.6875
input.fdf1.gz,18.95
input.fdf2.gz,18.9775
input.inq103.gz,18.37
input.inq104.gz,18.2175
input.losPA1.gz,19.1
input.lsir1.gz,17.3925
input.lsir2.gz,19.69
input.nyuir1.gz,16.8025
input.nyuir2.gz,17.919999999999998
input.pircs3.gz,19.0375
input.pircs4.gz,18.875
input.rutfur1.gz,17.0075
input.rutfur2.gz,16.985
input.ucf101.gz,18.805
input.westp2.gz,18.0425
input.xerox1.gz,16.2425
input.xerox2.gz,16.4075
