r1,weight
input.acqnt2.gz,18.91
input.brkly8.gz,20.1325
input.cityi1.gz,18.0225
input.cityr1.gz,19.96
input.cityr2.gz,19.245
input.clarta.gz,18.9625
input.crnlqr.gz,18.96
input.crnlrr.gz,18.7575
input.dortr1.gz,19.09
input.erimr1.gz,17.1775
input.eth003.gz,17.4225
input.eth004.gz,17.4075
input.fdf1.gz,18.145
input.fdf2.gz,18.2725
input.inq103.gz,19.0075
input.inq104.gz,18.6875
input.losPA1.gz,18.865000000000002
input.lsir1.gz,17.3375
input.lsir2.gz,19.802500000000002
input.nyuir1.gz,16.8925
input.nyuir2.gz,17.935
input.pircs3.gz,18.3975
input.pircs4.gz,18.515
input.rutfur1.gz,17.0925
input.rutfur2.gz,16.815
input.ucf101.gz,18.54
input.westp2.gz,18.62
input.xerox1.gz,17.69
input.xerox2.gz,17.715
