,score
input.acqnt2.gz,0.15120402717120948
input.brkly8.gz,0.20559402144999575
input.cityi1.gz,0.13374144830219964
input.cityr1.gz,0.2297440998356702
input.cityr2.gz,0.19881413206826362
input.clarta.gz,0.1780102489638601
input.crnlqr.gz,0.1958548940615482
input.crnlrr.gz,0.20276180778654784
input.dortr1.gz,0.20950082996486558
input.erimr1.gz,0.1409220540231914
input.eth003.gz,0.16362044152515698
input.eth004.gz,0.16679957212304766
input.fdf1.gz,0.165494375501185
input.fdf2.gz,0.16749649320450744
input.inq103.gz,0.19510614541098578
input.inq104.gz,0.1902257310011343
input.losPA1.gz,0.16987713398006118
input.lsir1.gz,0.14292101913633523
input.lsir2.gz,0.20914823169372357
input.nyuir1.gz,0.12987796342877295
input.nyuir2.gz,0.15499489067907177
input.pircs3.gz,0.1874983206820253
input.pircs4.gz,0.1871685910292685
input.rutfur1.gz,0.10043228133325724
input.rutfur2.gz,0.09494833439286376
input.ucf101.gz,0.15828933699366154
input.westp2.gz,0.18285657186589788
input.xerox1.gz,0.11795694973199619
input.xerox2.gz,0.13284794458113452
