,score
input.acqnt2.gz,0.14748489294838665
input.brkly8.gz,0.20833266390641655
input.cityi1.gz,0.12448545174528562
input.cityr1.gz,0.24179477906834218
input.cityr2.gz,0.20515334777628177
input.clarta.gz,0.1713671114675165
input.crnlqr.gz,0.202002757088163
input.crnlrr.gz,0.20314264530246762
input.dortr1.gz,0.20953539805996516
input.erimr1.gz,0.13278931614001124
input.eth003.gz,0.1665393012483472
input.eth004.gz,0.16804335494441364
input.fdf1.gz,0.1674397530418535
input.fdf2.gz,0.16949441613508442
input.inq103.gz,0.19883280305546708
input.inq104.gz,0.19656774778466593
input.losPA1.gz,0.18379731083387324
input.lsir1.gz,0.1567765356659651
input.lsir2.gz,0.22178276217792064
input.nyuir1.gz,0.1300448331168722
input.nyuir2.gz,0.15561509346406846
input.pircs3.gz,0.19764501843472188
input.pircs4.gz,0.19533247809662396
input.rutfur1.gz,0.08872277556703777
input.rutfur2.gz,0.08400331610198675
input.ucf101.gz,0.1797991635073096
input.westp2.gz,0.1809291069360587
input.xerox1.gz,0.13096465788063383
input.xerox2.gz,0.14748990976837667
