,score
input.acqnt2.gz,0.14431186500840482
input.brkly8.gz,0.1890646087907733
input.cityi1.gz,0.12793001012468638
input.cityr1.gz,0.2160139582386722
input.cityr2.gz,0.18963012827332162
input.clarta.gz,0.1708404507354906
input.crnlqr.gz,0.1878393693756446
input.crnlrr.gz,0.18652848720786677
input.dortr1.gz,0.19713506761031807
input.erimr1.gz,0.12561912008356582
input.eth003.gz,0.15557141559786553
input.eth004.gz,0.1605099596129982
input.fdf1.gz,0.1655281441173643
input.fdf2.gz,0.16808156806734595
input.inq103.gz,0.2006494619355994
input.inq104.gz,0.19604720294181124
input.losPA1.gz,0.1746538170372899
input.lsir1.gz,0.13896509289950743
input.lsir2.gz,0.21430504578487186
input.nyuir1.gz,0.1251973174763072
input.nyuir2.gz,0.15315896987523195
input.pircs3.gz,0.2030359398063167
input.pircs4.gz,0.20339727858816498
input.rutfur1.gz,0.09725548551604066
input.rutfur2.gz,0.0910743701128495
input.ucf101.gz,0.1653127378774631
input.westp2.gz,0.1789935997987968
input.xerox1.gz,0.12433710159716027
input.xerox2.gz,0.14263919666233632
