query,q0,docid,rank,score,system
164,Q0,WSJ890824-0049,1,0.24041964143071898,minmaxnorm
164,Q0,AP891117-0141,2,0.23969567806188322,minmaxnorm
164,Q0,WSJ890914-0044,3,0.22244407705774868,minmaxnorm
164,Q0,WSJ890817-0104,4,0.21836477167350202,minmaxnorm
164,Q0,AP890912-0015,5,0.21746706357162546,minmaxnorm
164,Q0,AP891004-0254,6,0.21626504564451093,minmaxnorm
164,Q0,AP890804-0143,7,0.21535133932409542,minmaxnorm
164,Q0,AP890510-0161,8,0.2150599272866704,minmaxnorm
164,Q0,AP890726-0185,9,0.215057689343748,minmaxnorm
164,Q0,WSJ890811-0076,10,0.21503454662030785,minmaxnorm
164,Q0,WSJ890912-0051,11,0.21326907352511612,minmaxnorm
164,Q0,AP891021-0021,12,0.21260252210979047,minmaxnorm
164,Q0,AP890921-0244,13,0.21248475127331332,minmaxnorm
164,Q0,AP890823-0160,14,0.21179892609399376,minmaxnorm
164,Q0,WSJ890913-0025,15,0.21125341317126886,minmaxnorm
164,Q0,AP890829-0121,16,0.2103620258911546,minmaxnorm
164,Q0,WSJ900628-0019,17,0.20992232837228003,minmaxnorm
164,Q0,AP890725-0031,18,0.20952849655764896,minmaxnorm
164,Q0,WSJ890906-0100,19,0.20884501789623774,minmaxnorm
164,Q0,AP891007-0094,20,0.20828054791965944,minmaxnorm
164,Q0,AP890819-0019,21,0.20745435846624954,minmaxnorm
164,Q0,AP891008-0085,22,0.2072581023001288,minmaxnorm
164,Q0,AP890511-0096,23,0.20715687029892793,minmaxnorm
164,Q0,AP890812-0017,24,0.20674994322620668,minmaxnorm
164,Q0,WSJ891027-0040,25,0.20556101353745315,minmaxnorm
164,Q0,WSJ900620-0041,26,0.2046395641045442,minmaxnorm
164,Q0,WSJ890911-0074,27,0.20357005396498867,minmaxnorm
164,Q0,AP890913-0313,28,0.2032898526303391,minmaxnorm
164,Q0,AP890712-0041,29,0.20298412651893977,minmaxnorm
164,Q0,WSJ900514-0130,30,0.20285972104661826,minmaxnorm
164,Q0,WSJ890802-0060,31,0.20280067061280235,minmaxnorm
164,Q0,AP890928-0198,32,0.20206344947432237,minmaxnorm
164,Q0,AP890428-0072,33,0.20160670995536498,minmaxnorm
164,Q0,AP890901-0239,34,0.2011337299253303,minmaxnorm
164,Q0,AP890826-0062,35,0.2005233565388785,minmaxnorm
164,Q0,AP890829-0009,36,0.20017545636591244,minmaxnorm
164,Q0,AP891211-0015,37,0.20011870294648412,minmaxnorm
164,Q0,AP890905-0200,38,0.20001469005031303,minmaxnorm
164,Q0,WSJ890725-0124,39,0.19935732658250055,minmaxnorm
164,Q0,AP890817-0059,40,0.19834012636520507,minmaxnorm
164,Q0,AP891010-0006,41,0.19833756654215662,minmaxnorm
164,Q0,WSJ890928-0122,42,0.19800459061616252,minmaxnorm
164,Q0,WSJ891004-0140,43,0.197200236340034,minmaxnorm
164,Q0,AP890910-0067,44,0.19614778469775226,minmaxnorm
164,Q0,WSJ890825-0004,45,0.19613175931629076,minmaxnorm
164,Q0,WSJ900719-0016,46,0.19602573201240453,minmaxnorm
164,Q0,AP891018-0096,47,0.19544839583339083,minmaxnorm
164,Q0,WSJ900426-0136,48,0.19507658701048813,minmaxnorm
164,Q0,WSJ890821-0105,49,0.1950492535191863,minmaxnorm
164,Q0,WSJ890818-0055,50,0.19480704427569479,minmaxnorm
164,Q0,WSJ900727-0003,51,0.19449513859408865,minmaxnorm
164,Q0,AP890711-0032,52,0.1944328716446382,minmaxnorm
