query,q0,docid,rank,score,system
158,Q0,WSJ911115-0150,1,0.28651996300060406,minmaxnorm
158,Q0,WSJ910114-0137,2,0.25761862940796104,minmaxnorm
158,Q0,WSJ900530-0136,3,0.24806970082609217,minmaxnorm
158,Q0,WSJ911031-0012,4,0.24767082294630519,minmaxnorm
158,Q0,WSJ900619-0064,5,0.23343808111269743,minmaxnorm
158,Q0,WSJ900705-0084,6,0.22992744448819114,minmaxnorm
158,Q0,WSJ920213-0110,7,0.22920830975685164,minmaxnorm
158,Q0,WSJ920306-0178,8,0.21567414490087342,minmaxnorm
158,Q0,WSJ900705-0103,9,0.2150360399843209,minmaxnorm
158,Q0,WSJ920102-0135,10,0.21209075072259576,minmaxnorm
158,Q0,WSJ910717-0001,11,0.20761810631697208,minmaxnorm
158,Q0,WSJ880919-0128,12,0.1999623048023803,minmaxnorm
158,Q0,WSJ900418-0193,13,0.19966014042088356,minmaxnorm
158,Q0,WSJ900914-0093,14,0.1993922815237738,minmaxnorm
158,Q0,WSJ910801-0110,15,0.19886771826475208,minmaxnorm
158,Q0,WSJ911025-0042,16,0.19267290260726042,minmaxnorm
158,Q0,WSJ880922-0166,17,0.191809278243337,minmaxnorm
158,Q0,WSJ910619-0101,18,0.19107065517284857,minmaxnorm
158,Q0,WSJ911202-0109,19,0.187942584463403,minmaxnorm
158,Q0,WSJ910718-0143,20,0.18715208545506556,minmaxnorm
158,Q0,WSJ871218-0175,21,0.18464047517272264,minmaxnorm
158,Q0,WSJ911224-0085,22,0.18041297434754902,minmaxnorm
158,Q0,WSJ910920-0173,23,0.17928352077381896,minmaxnorm
158,Q0,WSJ870916-0125,24,0.17508584812023864,minmaxnorm
158,Q0,WSJ910411-0005,25,0.17080060212279852,minmaxnorm
158,Q0,WSJ910823-0086,26,0.17078776180477512,minmaxnorm
158,Q0,WSJ911104-0096,27,0.17078533377775104,minmaxnorm
158,Q0,WSJ911011-0115,28,0.1686752536716902,minmaxnorm
158,Q0,WSJ911029-0073,29,0.1677654336955676,minmaxnorm
158,Q0,WSJ910528-0075,30,0.16771542275377824,minmaxnorm
158,Q0,WSJ870327-0109,31,0.16743688950750182,minmaxnorm
158,Q0,WSJ910806-0069,32,0.1661636378610021,minmaxnorm
158,Q0,WSJ920310-0170,33,0.16528752143568132,minmaxnorm
158,Q0,WSJ911115-0121,34,0.16484081454213476,minmaxnorm
158,Q0,WSJ900927-0066,35,0.1621943961529035,minmaxnorm
158,Q0,WSJ920103-0037,36,0.16021370417318437,minmaxnorm
158,Q0,WSJ891026-0061,37,0.15762452110408345,minmaxnorm
158,Q0,WSJ880222-0078,38,0.1549315934881545,minmaxnorm
158,Q0,WSJ880526-0115,39,0.15434239489273516,minmaxnorm
158,Q0,AP881023-0094,40,0.15374325889748078,minmaxnorm
158,Q0,WSJ900424-0008,41,0.1521326751019672,minmaxnorm
158,Q0,WSJ870706-0085,42,0.15203494421302954,minmaxnorm
158,Q0,WSJ880503-0101,43,0.15182894847477732,minmaxnorm
158,Q0,AP890703-0029,44,0.15124094875130556,minmaxnorm
158,Q0,AP880227-0095,45,0.15031126158359692,minmaxnorm
158,Q0,FR89712-0095,46,0.14799489400658747,minmaxnorm
158,Q0,WSJ910801-0107,47,0.14681687346561847,minmaxnorm
158,Q0,WSJ890731-0065,48,0.1453927503933341,minmaxnorm
158,Q0,WSJ880805-0167,49,0.14518591680114196,minmaxnorm
158,Q0,WSJ910418-0112,50,0.1441183133513695,minmaxnorm
158,Q0,AP890628-0100,51,0.14318411205806478,minmaxnorm
158,Q0,WSJ900612-0109,52,0.1428399461202628,minmaxnorm
158,Q0,AP881126-0089,53,0.14269535874769076,minmaxnorm
158,Q0,AP880625-0149,54,0.1420747684542437,minmaxnorm
158,Q0,AP890628-0041,55,0.1415059068539984,minmaxnorm
158,Q0,AP881023-0084,56,0.1411278898746237,minmaxnorm
158,Q0,AP890628-0111,57,0.14033839950693283,minmaxnorm
158,Q0,WSJ900920-0077,58,0.14024627859499822,minmaxnorm
158,Q0,WSJ920124-0117,59,0.1392699509950283,minmaxnorm
158,Q0,WSJ911105-0029,60,0.13815578238307694,minmaxnorm
158,Q0,AP890106-0253,61,0.13727023422733123,minmaxnorm
