query,q0,docid,rank,score,system
151,Q0,WSJ870428-0145,1,0.2466554456257631,minmaxnorm
151,Q0,AP890125-0112,2,0.243883899628505,minmaxnorm
151,Q0,AP890523-0126,3,0.24144113735777675,minmaxnorm
151,Q0,AP890116-0047,4,0.24036575170757948,minmaxnorm
151,Q0,AP890411-0076,5,0.23264409648698653,minmaxnorm
151,Q0,AP890408-0056,6,0.23037027726441042,minmaxnorm
151,Q0,AP890105-0133,7,0.22810033565260682,minmaxnorm
151,Q0,AP890309-0036,8,0.22486368910215324,minmaxnorm
151,Q0,AP891030-0017,9,0.22214075734049632,minmaxnorm
151,Q0,AP890125-0159,10,0.22176904238565406,minmaxnorm
151,Q0,AP891121-0179,11,0.2190194273828923,minmaxnorm
151,Q0,AP880815-0061,12,0.21872081119783474,minmaxnorm
151,Q0,AP881206-0124,13,0.2148780539666343,minmaxnorm
151,Q0,AP890130-0060,14,0.21478717598408562,minmaxnorm
151,Q0,AP890406-0085,15,0.21450562173267546,minmaxnorm
151,Q0,AP890524-0260,16,0.21381272038653162,minmaxnorm
151,Q0,AP881005-0001,17,0.21379289223227005,minmaxnorm
151,Q0,WSJ870205-0131,18,0.21367196429042618,minmaxnorm
151,Q0,AP880814-0089,19,0.21314740275925959,minmaxnorm
151,Q0,AP891028-0154,20,0.21097845262569398,minmaxnorm
151,Q0,AP890916-0165,21,0.21035484409842484,minmaxnorm
151,Q0,AP881225-0044,22,0.20878742710187156,minmaxnorm
151,Q0,AP890913-0033,23,0.20518773928175146,minmaxnorm
151,Q0,AP890408-0092,24,0.20412296087939272,minmaxnorm
151,Q0,AP881004-0180,25,0.20194990251906253,minmaxnorm
151,Q0,AP890408-0004,26,0.2015417393635337,minmaxnorm
151,Q0,AP890105-0215,27,0.2004221978546386,minmaxnorm
151,Q0,AP890912-0102,28,0.19768844776750283,minmaxnorm
151,Q0,AP891028-0033,29,0.19696999359274417,minmaxnorm
151,Q0,AP881108-0076,30,0.1965268807324733,minmaxnorm
151,Q0,AP881002-0014,31,0.19604335130356979,minmaxnorm
151,Q0,AP890220-0067,32,0.193656229953463,minmaxnorm
151,Q0,AP890617-0085,33,0.1936561333190399,minmaxnorm
151,Q0,AP891204-0021,34,0.19328746528976498,minmaxnorm
151,Q0,AP890827-0067,35,0.19283272317017305,minmaxnorm
151,Q0,AP880825-0054,36,0.1917757799961761,minmaxnorm
151,Q0,AP881223-0053,37,0.19174700205031542,minmaxnorm
151,Q0,AP881211-0022,38,0.19132145855533023,minmaxnorm
151,Q0,AP890121-0128,39,0.19071154036195287,minmaxnorm
151,Q0,AP881021-0218,40,0.19052308289252629,minmaxnorm
151,Q0,AP880827-0092,41,0.189019584688941,minmaxnorm
151,Q0,AP880926-0180,42,0.1889740229728879,minmaxnorm
151,Q0,AP890220-0101,43,0.18874780087746257,minmaxnorm
151,Q0,AP890908-0081,44,0.188541468703723,minmaxnorm
151,Q0,AP880726-0173,45,0.1878329763232482,minmaxnorm
151,Q0,WSJ910703-0180,46,0.18717920839050733,minmaxnorm
151,Q0,AP891101-0115,47,0.18631736534643928,minmaxnorm
151,Q0,AP891027-0057,48,0.1845840752528257,minmaxnorm
151,Q0,AP890502-0166,49,0.18449018715307353,minmaxnorm
151,Q0,AP881202-0169,50,0.18279072438278812,minmaxnorm
151,Q0,AP890430-0076,51,0.18273000297344327,minmaxnorm
