query,q0,docid,rank,score,system
154,Q0,AP890326-0061,1,0.20757230422231449,minmaxnorm
154,Q0,AP890624-0116,2,0.20742861277546434,minmaxnorm
154,Q0,AP890914-0039,3,0.20452492284546983,minmaxnorm
154,Q0,AP890510-0036,4,0.1998656665110762,minmaxnorm
154,Q0,AP890510-0039,5,0.19876809135243662,minmaxnorm
154,Q0,DOE1-65-1069,6,0.1985340131681375,minmaxnorm
154,Q0,AP890718-0177,7,0.19726360523837191,minmaxnorm
154,Q0,AP890328-0022,8,0.19331209093805005,minmaxnorm
154,Q0,AP890912-0169,9,0.19248904927440813,minmaxnorm
154,Q0,AP890626-0153,10,0.19154083304732342,minmaxnorm
154,Q0,AP890113-0234,11,0.19138779433008452,minmaxnorm
154,Q0,AP890625-0011,12,0.1911098043046486,minmaxnorm
154,Q0,AP890509-0277,13,0.18850525139934973,minmaxnorm
154,Q0,AP890627-0018,14,0.1870169582136046,minmaxnorm
154,Q0,AP890627-0023,15,0.1867010046896747,minmaxnorm
154,Q0,AP890805-0029,16,0.18606838910764414,minmaxnorm
154,Q0,AP890408-0063,17,0.184854319756044,minmaxnorm
154,Q0,WSJ890807-0098,18,0.18468922436438154,minmaxnorm
154,Q0,DOE2-37-0759,19,0.18368421659174333,minmaxnorm
154,Q0,AP890329-0175,20,0.18355536361678376,minmaxnorm
154,Q0,AP890626-0142,21,0.1834381176070539,minmaxnorm
154,Q0,AP890406-0246,22,0.1805081929790422,minmaxnorm
154,Q0,AP890410-0118,23,0.18030043882249483,minmaxnorm
154,Q0,DOE2-54-0625,24,0.1793980740160293,minmaxnorm
154,Q0,AP890327-0116,25,0.17879890265937531,minmaxnorm
154,Q0,DOE1-26-0141,26,0.178576940095063,minmaxnorm
154,Q0,AP890626-0129,27,0.17737898459911983,minmaxnorm
154,Q0,AP890328-0072,28,0.17709565212448503,minmaxnorm
154,Q0,AP890628-0209,29,0.1767094280283675,minmaxnorm
154,Q0,AP890128-0135,30,0.1765361448681135,minmaxnorm
154,Q0,WSJ900619-0004,31,0.1762600860345761,minmaxnorm
154,Q0,WSJ911029-0109,32,0.17587928198846714,minmaxnorm
