query,q0,docid,rank,score,system
158,Q0,WSJ911115-0150,1,135.01566332854992,minmaxnorm
158,Q0,WSJ910114-0137,2,123.85722615589825,minmaxnorm
158,Q0,WSJ911031-0012,3,119.1519511702785,minmaxnorm
158,Q0,WSJ900530-0136,4,115.16709253351628,minmaxnorm
158,Q0,WSJ900705-0084,5,102.125971987447,minmaxnorm
158,Q0,WSJ920213-0110,6,100.72516735307661,minmaxnorm
158,Q0,WSJ900619-0064,7,96.42382509110753,minmaxnorm
158,Q0,WSJ920306-0178,8,94.50219004513167,minmaxnorm
158,Q0,WSJ920102-0135,9,90.34260420619364,minmaxnorm
158,Q0,WSJ900705-0103,10,89.02349418955532,minmaxnorm
158,Q0,WSJ910717-0001,11,88.87488388477281,minmaxnorm
158,Q0,WSJ900914-0093,12,81.1348094137829,minmaxnorm
158,Q0,WSJ900418-0193,13,80.68822681869754,minmaxnorm
158,Q0,WSJ910801-0110,14,76.96123643322058,minmaxnorm
158,Q0,WSJ880919-0128,15,75.92665647576969,minmaxnorm
158,Q0,WSJ911025-0042,16,74.6754652876308,minmaxnorm
158,Q0,WSJ911202-0109,17,72.10822456362159,minmaxnorm
158,Q0,WSJ910920-0173,18,69.02397242491587,minmaxnorm
158,Q0,WSJ910619-0101,19,68.97079693647677,minmaxnorm
158,Q0,WSJ910718-0143,20,67.66396512201221,minmaxnorm
158,Q0,WSJ880922-0166,21,65.48810955416194,minmaxnorm
158,Q0,WSJ871218-0175,22,65.43968778069416,minmaxnorm
158,Q0,WSJ910823-0086,23,64.7038715836343,minmaxnorm
158,Q0,WSJ920310-0170,24,64.0019806293007,minmaxnorm
158,Q0,WSJ911011-0115,25,61.80499664667788,minmaxnorm
158,Q0,WSJ911029-0073,26,61.072019463743366,minmaxnorm
158,Q0,WSJ911224-0085,27,58.25241274206502,minmaxnorm
158,Q0,WSJ910411-0005,28,58.081035263988056,minmaxnorm
158,Q0,WSJ910528-0075,29,55.68991234287264,minmaxnorm
158,Q0,WSJ900927-0066,30,53.12711509396913,minmaxnorm
158,Q0,WSJ911104-0096,31,52.100387986196964,minmaxnorm
158,Q0,WSJ911115-0121,32,51.51145808458473,minmaxnorm
158,Q0,WSJ900424-0008,33,49.02624153836725,minmaxnorm
158,Q0,WSJ870916-0125,34,48.87768569845113,minmaxnorm
158,Q0,WSJ920124-0117,35,48.22567189451044,minmaxnorm
158,Q0,WSJ920103-0037,36,47.39278059032747,minmaxnorm
158,Q0,WSJ910806-0069,37,46.590462592677845,minmaxnorm
158,Q0,AP890703-0029,38,46.42213871270347,minmaxnorm
158,Q0,WSJ870327-0109,39,46.37405741832379,minmaxnorm
158,Q0,WSJ880526-0115,40,44.79611991779598,minmaxnorm
158,Q0,WSJ900920-0077,41,43.886343873311596,minmaxnorm
158,Q0,WSJ920106-0032,42,40.44658553123277,minmaxnorm
158,Q0,WSJ910801-0107,43,40.307112611697306,minmaxnorm
158,Q0,AP880808-0152,44,40.11987862024489,minmaxnorm
158,Q0,AP881023-0094,45,39.88452000386826,minmaxnorm
158,Q0,AP890116-0081,46,39.41060621100422,minmaxnorm
158,Q0,WSJ911030-0008,47,38.95994198294529,minmaxnorm
158,Q0,WSJ911016-0125,48,38.16887080754754,minmaxnorm
158,Q0,WSJ880222-0078,49,38.03547674090192,minmaxnorm
158,Q0,AP890519-0029,50,35.975548088294204,minmaxnorm
158,Q0,WSJ910418-0112,51,35.50077276035477,minmaxnorm
158,Q0,WSJ911028-0178,52,34.636638798042476,minmaxnorm
158,Q0,WSJ911007-0188,53,34.29145659124295,minmaxnorm
158,Q0,FR89712-0095,54,33.13637542091164,minmaxnorm
158,Q0,WSJ870515-0045,55,33.037333036517175,minmaxnorm
158,Q0,WSJ911120-0084,56,33.00128626061847,minmaxnorm
158,Q0,AP890628-0041,57,32.75714671294865,minmaxnorm
158,Q0,WSJ900612-0109,58,32.48324050631655,minmaxnorm
158,Q0,WSJ891026-0061,59,31.432430591907625,minmaxnorm
158,Q0,WSJ890731-0065,60,31.421792519645166,minmaxnorm
158,Q0,WSJ900608-0009,61,31.25533481105344,minmaxnorm
158,Q0,AP880227-0095,62,31.094317677988766,minmaxnorm
158,Q0,AP881126-0089,63,30.58162129977326,minmaxnorm
158,Q0,WSJ881109-0094,64,30.166716926795146,minmaxnorm
158,Q0,AP890628-0100,65,30.03109936764549,minmaxnorm
158,Q0,AP880625-0149,66,29.86107402069434,minmaxnorm
158,Q0,WSJ920310-0115,67,29.621700918321352,minmaxnorm
158,Q0,WSJ880805-0167,68,29.59682893140035,minmaxnorm
158,Q0,AP881023-0084,69,29.538293257422737,minmaxnorm
158,Q0,WSJ870120-0109,70,29.484605321531518,minmaxnorm
158,Q0,WSJ880503-0101,71,29.477563220836576,minmaxnorm
158,Q0,WSJ911108-0154,72,29.27726201686283,minmaxnorm
158,Q0,WSJ870107-0072,73,28.940065827305077,minmaxnorm
158,Q0,FR88822-0075,74,28.853043511589668,minmaxnorm
158,Q0,WSJ900621-0081,75,28.715909894189345,minmaxnorm
158,Q0,AP890923-0045,76,28.51940288699543,minmaxnorm
158,Q0,WSJ881027-0052,77,28.14845276087989,minmaxnorm
158,Q0,AP880302-0044,78,28.069172606260846,minmaxnorm
158,Q0,WSJ880415-0135,79,27.842973600143882,minmaxnorm
158,Q0,AP890106-0253,80,27.752778560611567,minmaxnorm
